# id:20-12258-100 
0,820.68781292864
1,263.29475379255
2,1531.2068868394
3,771.95852443637
4,442.15681472454
5,542.164563285
6,867.02689132806
7,891.83148058189
8,1205.912466929
9,1659.6295775938
10,1204.3266872624
11,660.43351108857
12,1179.2163131911
13,391.6530274874
14,507.36511840496
15,859.24688198954
16,940.73878533342
17,558.80593051697
18,866.63159781067
19,820.66039189342
20,286.23696058466
21,424.01962022402
22,719.45338987618
23,890.6571191625
24,973.75634291631
25,624.9563527101
26,436.81897304034
27,1014.0148068627
28,207.51749060479
29,969.72770974217
30,521.53754229874
31,1129.2541586002
32,907.03085051531
33,740.96032755954
34,925.24738398322
35,670.85072692568
36,1037.5603496178
37,1164.3277465534
38,1031.3434825216
39,570.59860998468
40,779.64413501053
41,369.57804285313
42,1188.4107213165
43,660.7560607945
44,905.95539034962
45,557.31832686866
46,1019.2321098135
47,644.84805784676
48,1137.1024969513
49,702.45256131296
50,1163.2751476325
51,1277.5306208053
52,707.02284082213
53,784.84670201494
54,399.29629477058
55,799.30457801254
56,279.1179410463
57,361.62758985273
58,427.11787374346
59,632.10743182351
60,812.08087667857
61,310.19778390362
62,722.740401704
63,733.17210282954
64,650.33999597697
65,889.77297043535
66,1182.660696909
67,892.64085641239
68,1174.2912042354
69,807.86113235051
70,913.67984550247
71,619.37154847481
72,485.80776266579
73,845.75140060051
74,1487.8635596396
75,1402.142141437
76,850.5032854562
77,1014.5516465353
78,154.44351746666
79,937.5509702424
80,642.86239756903
81,575.38380037708
82,909.57407851173
83,817.24743691036
84,973.64057685211
85,1200.7711725643
86,820.02352788089
87,1478.6918095457
88,1113.8296128777
89,1265.1103650958
90,1381.3185444418
91,827.71812895308
92,743.94219719035
93,1051.0844613333
94,1699.5216182849
95,1698.9400682631
96,1645.2106646908
97,1073.003530558
98,992.37460455611
99,1172.4720367732
100,1116.407161313
101,747.05492722541
102,1378.2861318226
103,505.77389893095
104,1269.6595703534
105,1062.0359896402
106,1595.352797231
107,1177.2786206677
108,1576.7276743467
109,1509.9938295076
110,999.4296413467
111,1196.242889878
112,1393.0426523821
113,1367.0217873981
114,1940.7642176641
115,1128.0225389188
116,1910.2270628107
117,1876.8942837286
118,1079.1810622655
119,1422.0467308757
120,1530.86250003
121,965.10282334786
122,937.46261037042
123,1166.2835749186
124,1222.2137464983
125,751.27213998128
126,913.23835877618
127,688.5390180811
128,834.72915024757
129,1125.7825893944
130,1471.2368145081
131,1296.2683423313
132,1282.3672349712
133,1195.5536333928
134,1406.0129925535
135,887.7204098903
136,1042.9777412338
137,1232.9090893695
138,999.73085749129
139,2036.5383238815
140,1349.1442341866
141,1270.5895485032
142,1768.6279941886
143,938.63031200823
144,1913.2652071234
145,1291.6161084719
146,1008.6701831866
147,1414.4319550798
148,911.49036612407
149,1170.5748196434
150,1789.4205296342
151,2320.8089765477
152,2129.9002640769
153,1862.1948171176
154,1598.4371910298
155,1280.0764555885
156,1553.2383220448
157,1453.2839675018
158,1222.6262432057
159,1806.9632120075
160,1353.6879587286
161,1442.8262933486
162,1529.8481795497
163,1316.1789146039
164,1913.5695646434
165,1528.5547852651
166,1587.1524613111
167,1534.476012098
168,1848.1928497193
169,2220.9195359253
170,1696.5376921465
171,1857.8744624273
172,1480.1310187053
173,1747.9999569251
174,1348.0205366987
175,1119.1712219628
176,1402.4943226664
177,1526.9493865228
178,1768.9929779872
179,1609.3890352544
180,1600.5333066419
181,1648.4416801123
182,1312.0234877496
183,1783.9221506008
184,1083.0976793177
185,871.40657724701
186,1359.434386045
187,1720.1657519324
188,2089.4935188281
189,1515.6930560951
190,1730.0207114013
191,1796.3825359469
192,1793.0736824943
193,1505.8099705551
194,1525.101723186
195,1333.1782198187
196,1231.6811626582
197,1794.0553040689
198,1752.0884367455
199,1247.5879787829
200,1459.1788218814
201,2144.1184836044
202,1520.9049492454
203,2065.1843293206
